"station_name","station_id","station_operator","prov","lat","lon","elev","climate_id","WMO_id","TC_id","date","time","year","month","day","hour","weather","hmdx","hmdx_flag","pressure","pressure_flag","rel_hum","rel_hum_flag","temp","temp_dew","temp_dew_flag","temp_flag","visib","visib_flag","wind_chill","wind_chill_flag","wind_dir","wind_dir_flag","wind_spd","wind_spd_flag","precip_amt","precip_amt_flag"
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 02:00:00,"2000","04","17","02:00","Mainly Clear",,,101.37,,82,,5.1,2.2,,,48.3,,,,7,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 03:00:00,"2000","04","17","03:00","Mainly Clear",,,101.37,,79,,5.1,1.7,,,48.3,,,,36,,4,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 04:00:00,"2000","04","17","04:00","Mainly Clear",,,101.4,,80,,4.6,1.5,,,48.3,,,,1,,4,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 05:00:00,"2000","04","17","05:00","Clear",,,101.37,,84,,3.5,1,,,48.3,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 06:00:00,"2000","04","17","06:00","Mainly Clear",,,101.37,,70,,5.6,0.5,,,48.3,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 07:00:00,"2000","04","17","07:00","Mainly Clear",,,101.4,,71,,6.9,2.1,,,48.3,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 08:00:00,"2000","04","17","08:00","Mainly Clear",,,101.4,,70,,9.5,4.4,,,48.3,,,,31,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 09:00:00,"2000","04","17","09:00","Mainly Clear",,,101.37,,75,,10.1,5.8,,,48.3,,,,30,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 10:00:00,"2000","04","17","10:00","Mainly Clear",,,101.4,,74,,10.8,6.3,,,48.3,,,,30,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 11:00:00,"2000","04","17","11:00","Mainly Clear",,,101.37,,75,,10.9,6.7,,,48.3,,,,29,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 12:00:00,"2000","04","17","12:00","Mainly Clear",,,101.34,,74,,11.6,7.1,,,48.3,,,,29,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 13:00:00,"2000","04","17","13:00","Mainly Clear",,,101.24,,71,,12.5,7.3,,,48.3,,,,30,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 14:00:00,"2000","04","17","14:00","Clear",,,101.17,,67,,12.9,6.9,,,48.3,,,,30,,26,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 15:00:00,"2000","04","17","15:00","Clear",,,101.1,,66,,13.2,6.9,,,48.3,,,,30,,24,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 16:00:00,"2000","04","17","16:00","Clear",,,101.03,,59,,13.2,5.4,,,48.3,,,,30,,26,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 17:00:00,"2000","04","17","17:00","Clear",,,101,,63,,12.9,6.1,,,48.3,,,,29,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 18:00:00,"2000","04","17","18:00","Clear",,,101,,72,,12,7.2,,,48.3,,,,30,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 19:00:00,"2000","04","17","19:00","Clear",,,100.96,,83,,10.5,7.7,,,48.3,,,,31,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 20:00:00,"2000","04","17","20:00","Clear",,,101,,83,,9.8,7,,,48.3,,,,29,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 21:00:00,"2000","04","17","21:00","Clear",,,101,,86,,8.4,6.2,,,48.3,,,,30,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 22:00:00,"2000","04","17","22:00","Mainly Clear",,,101,,80,,9.1,5.9,,,48.3,,,,34,,7,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-17,2000-04-17 23:00:00,"2000","04","17","23:00","Mostly Cloudy",,,101,,83,,8.7,5.9,,,48.3,,,,32,,4,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 00:00:00,"2000","04","18","00:00","Mostly Cloudy",,,101,,80,,7.7,4.4,,,48.3,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 01:00:00,"2000","04","18","01:00","Mostly Cloudy",,,101,,68,,7.6,2.1,,,48.3,,,,11,,4,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 02:00:00,"2000","04","18","02:00","Mostly Cloudy",,,100.96,,66,,6.6,0.8,,,48.3,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 03:00:00,"2000","04","18","03:00","Mostly Cloudy",,,101,,72,,5.4,0.8,,,48.3,,,,35,,7,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 04:00:00,"2000","04","18","04:00","Cloudy",,,101,,73,,6.1,1.6,,,48.3,,,,4,,4,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 05:00:00,"2000","04","18","05:00","Mostly Cloudy",,,100.96,,78,,7.1,3.5,,,48.3,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 06:00:00,"2000","04","18","06:00","Mostly Cloudy",,,101,,79,,6.6,3.3,,,48.3,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 07:00:00,"2000","04","18","07:00","Mostly Cloudy",,,101.03,,76,,8.4,4.4,,,48.3,,,,11,,4,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 08:00:00,"2000","04","18","08:00","Mostly Cloudy",,,101.03,,64,,11.1,4.6,,,48.3,,,,28,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 09:00:00,"2000","04","18","09:00","Mostly Cloudy",,,101.07,,68,,11.7,5.9,,,48.3,,,,29,,15,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 10:00:00,"2000","04","18","10:00","Mostly Cloudy",,,101.1,,76,,11.9,7.9,,,48.3,,,,27,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 11:00:00,"2000","04","18","11:00","Mostly Cloudy",,,101.13,,68,,12.7,7,,,48.3,,,,25,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 12:00:00,"2000","04","18","12:00","Mainly Clear",,,101.17,,64,,14.1,7.5,,,48.3,,,,24,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 13:00:00,"2000","04","18","13:00","Mainly Clear",,,101.17,,65,,14.9,8.3,,,48.3,,,,24,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 14:00:00,"2000","04","18","14:00","Mainly Clear",,,101.17,,52,,16,6.1,,,48.3,,,,23,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 15:00:00,"2000","04","18","15:00","Mostly Cloudy",,,101.2,,39,,17,3.1,,,48.3,,,,23,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 16:00:00,"2000","04","18","16:00","Mostly Cloudy",,,101.24,,41,,16.7,3.3,,,48.3,,,,22,,15,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 17:00:00,"2000","04","18","17:00","Mostly Cloudy",,,101.27,,41,,16.6,3.4,,,48.3,,,,17,,15,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 18:00:00,"2000","04","18","18:00","Mostly Cloudy",,,101.27,,44,,16.2,3.8,,,48.3,,,,14,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 19:00:00,"2000","04","18","19:00","Mostly Cloudy",,,101.3,,57,,13.7,5.4,,,48.3,,,,10,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 20:00:00,"2000","04","18","20:00","Mostly Cloudy",,,101.4,,73,,10.6,5.9,,,48.3,,,,13,,15,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 21:00:00,"2000","04","18","21:00","Mainly Clear",,,101.51,,61,,11.8,4.5,,,48.3,,,,15,,7,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 22:00:00,"2000","04","18","22:00","Mainly Clear",,,101.57,,73,,9.2,4.6,,,48.3,,,,11,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-18,2000-04-18 23:00:00,"2000","04","18","23:00","Mainly Clear",,,101.68,,80,,7.4,4.2,,,48.3,,,,10,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 00:00:00,"2000","04","19","00:00","Mainly Clear",,,101.81,,76,,7.6,3.7,,,48.3,,,,10,,22,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 01:00:00,"2000","04","19","01:00","Mainly Clear",,,101.88,,73,,7.6,3,,,48.3,,,,11,,22,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 02:00:00,"2000","04","19","02:00","Mostly Cloudy",,,101.95,,73,,8.2,3.6,,,48.3,,,,10,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 03:00:00,"2000","04","19","03:00","Mostly Cloudy",,,101.98,,73,,8.4,3.9,,,32.2,,,,10,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 04:00:00,"2000","04","19","04:00","Mostly Cloudy",,,102.05,,73,,8.4,3.9,,,32.2,,,,10,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 05:00:00,"2000","04","19","05:00","Mostly Cloudy",,,102.08,,74,,8.4,4,,,32.2,,,,11,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 06:00:00,"2000","04","19","06:00","Mostly Cloudy",,,102.12,,75,,8.4,4.3,,,32.2,,,,10,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 07:00:00,"2000","04","19","07:00","Mostly Cloudy",,,102.15,,75,,8.9,4.7,,,32.2,,,,10,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 08:00:00,"2000","04","19","08:00","Mostly Cloudy",,,102.18,,72,,9.3,4.6,,,32.2,,,,11,,15,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 09:00:00,"2000","04","19","09:00","Mostly Cloudy",,,102.22,,68,,10.3,4.6,,,32.2,,,,11,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 10:00:00,"2000","04","19","10:00","Mostly Cloudy",,,102.25,,56,,10.6,2.1,,,48.3,,,,15,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 11:00:00,"2000","04","19","11:00","Mostly Cloudy",,,102.25,,61,,11.9,4.7,,,48.3,,,,15,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 12:00:00,"2000","04","19","12:00","Mostly Cloudy",,,102.25,,58,,12.1,4.1,,,48.3,,,,14,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 13:00:00,"2000","04","19","13:00","Mainly Clear",,,102.22,,52,,13,3.5,,,48.3,,,,16,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 14:00:00,"2000","04","19","14:00","Mostly Cloudy",,,102.22,,50,,13.2,3,,,48.3,,,,17,,22,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 15:00:00,"2000","04","19","15:00","Mostly Cloudy",,,102.22,,48,,13.4,2.6,,,48.3,,,,16,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 16:00:00,"2000","04","19","16:00","Mostly Cloudy",,,102.18,,47,,13.2,2.1,,,48.3,,,,20,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 17:00:00,"2000","04","19","17:00","Mostly Cloudy",,,102.18,,54,,12.1,3,,,48.3,,,,20,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 18:00:00,"2000","04","19","18:00","Mostly Cloudy",,,102.18,,58,,11.7,3.7,,,32.2,,,,22,,7,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 19:00:00,"2000","04","19","19:00","Rain Showers",,,102.22,,82,,9.9,6.9,,,19.3,,,,30,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 20:00:00,"2000","04","19","20:00","Rain Showers",,,102.28,,84,,9.1,6.5,,,19.3,,,,29,,6,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 21:00:00,"2000","04","19","21:00","Rain Showers",,,102.28,,85,,9.3,6.9,,,19.3,,,,2,,4,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 22:00:00,"2000","04","19","22:00","Cloudy",,,102.28,,80,,9.5,6.2,,,24.1,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-19,2000-04-19 23:00:00,"2000","04","19","23:00","Cloudy",,,102.32,,77,,10.2,6.4,,,24.1,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 00:00:00,"2000","04","20","00:00","Cloudy",,,102.32,,84,,9.7,7.2,,,24.1,,,,34,,6,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 01:00:00,"2000","04","20","01:00","Cloudy",,,102.35,,83,,10,7.2,,,24.1,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 02:00:00,"2000","04","20","02:00","Cloudy",,,102.35,,87,,9.4,7.4,,,24.1,,,,9,,6,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 03:00:00,"2000","04","20","03:00","Mostly Cloudy",,,102.32,,86,,8.8,6.6,,,24.1,,,,10,,6,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 04:00:00,"2000","04","20","04:00","Mostly Cloudy",,,102.32,,89,,8.5,6.8,,,24.1,,,,10,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 05:00:00,"2000","04","20","05:00","Cloudy",,,102.35,,88,,8.1,6.3,,,24.1,,,,11,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 06:00:00,"2000","04","20","06:00","Mostly Cloudy",,,102.35,,90,,8.1,6.5,,,32.2,,,,9,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 07:00:00,"2000","04","20","07:00","Mostly Cloudy",,,102.39,,84,,9.9,7.3,,,24.1,,,,8,,6,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 08:00:00,"2000","04","20","08:00","Mainly Clear",,,102.39,,77,,11.5,7.6,,,48.3,,,,11,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 09:00:00,"2000","04","20","09:00","Mainly Clear",,,102.35,,70,,13.2,7.9,,,48.3,,,,8,,7,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 10:00:00,"2000","04","20","10:00","Mainly Clear",,,102.35,,60,,13.8,6.2,,,48.3,,,,24,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 11:00:00,"2000","04","20","11:00","Mainly Clear",,,102.32,,74,,12.5,8,,,48.3,,,,24,,15,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 12:00:00,"2000","04","20","12:00","Mainly Clear",,,102.25,,71,,14.3,9.1,,,48.3,,,,27,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 13:00:00,"2000","04","20","13:00","Mainly Clear",,,102.18,,64,,15.8,9.1,,,48.3,,,,26,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 14:00:00,"2000","04","20","14:00","Mainly Clear",,,102.12,,67,,15.6,9.5,,,48.3,,,,25,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 15:00:00,"2000","04","20","15:00","Mainly Clear",,,102.08,,59,,16,8.1,,,48.3,,,,27,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2000-04-20,2000-04-20 16:00:00,"2000","04","20","16:00","Mainly Clear",,,102.05,,61,,14.9,7.5,,,48.3,,,,27,,15,,,
